#
# conName	cFromPadded	cToPadded	cFromUnpadded	cToUnpadded	type	rName	rFromPadded	rToPadded	rFromUnpadded	rToUnpadded	comment
#
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10898	10921	10881	10904	HAF5	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	144	167	144	167	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10922	10922	10905	10905	HAF3	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	168	168	168	168	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10923	10961	10906	10944	HAF5	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	169	207	169	207	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	208	218	208	218	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	219	229	219	229	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	230	239	230	239	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	240	253	240	253	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	254	269	254	269	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11029	11007	11012	HAF3	A00709:261:HT7NNDSX2:3:1608:8241:27477/1	270	275	270	275	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10961	10851	10944	10834	HAF5	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	0	110	0	110	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10850	10849	10833	10832	HAF4	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	111	112	111	112	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10848	10817	10831	10800	HAF3	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	113	144	113	144	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10816	10806	10799	10789	HAF5	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	145	155	145	155	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10805	10801	10788	10784	HAF3	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	156	160	156	160	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10800	10791	10783	10774	HAF5	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	161	170	161	170	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10790	10772	10773	10755	HAF3	A00709:261:HT7NNDSX2:3:1610:8793:29121/1	171	189	171	189	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10818	10848	10801	10831	HAF3	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	0	30	0	30	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10849	10850	10832	10833	HAF4	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	31	32	31	32	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10851	10961	10834	10944	HAF5	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	33	143	33	143	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	144	154	144	154	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	155	165	155	165	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	166	175	166	175	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	176	189	176	189	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	190	205	190	205	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	206	212	206	212	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	213	224	213	224	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11043	11026	11026	HAF3	A00709:261:HT7NNDSX2:3:1607:25554:27492/1	225	225	225	225	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10818	10848	10801	10831	HAF3	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	0	30	0	30	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10849	10850	10832	10833	HAF4	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	31	32	31	32	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10851	10961	10834	10944	HAF5	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	33	143	33	143	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	144	154	144	154	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	155	165	155	165	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	166	175	166	175	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	176	189	176	189	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	190	205	190	205	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	206	212	206	212	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	213	224	213	224	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11043	11026	11026	HAF3	A00709:261:HT7NNDSX2:3:1607:25518:27336/1	225	225	225	225	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10826	10848	10809	10831	HAF3	A00709:261:HT7NNDSX2:3:1607:13593:14575/1	0	22	0	22	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10849	10850	10832	10833	HAF4	A00709:261:HT7NNDSX2:3:1607:13593:14575/1	23	24	23	24	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10851	10961	10834	10944	HAF5	A00709:261:HT7NNDSX2:3:1607:13593:14575/1	25	135	25	135	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1607:13593:14575/1	136	146	136	146	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10979	10956	10962	HAF3	A00709:261:HT7NNDSX2:3:1607:13593:14575/1	147	153	147	153	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10849	10850	10832	10833	HAF4	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	0	1	0	1	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10851	10961	10834	10944	HAF5	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	2	112	2	112	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	113	123	113	123	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	124	134	124	134	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	135	144	135	144	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	145	158	145	158	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	159	174	159	174	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	175	181	175	181	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	182	193	182	193	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11058	11026	11041	HAF3	A00709:261:HT7NNDSX2:3:1609:14931:34272/1	194	209	194	209	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10851	10961	10834	10944	HAF5	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	0	110	0	110	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	111	121	111	121	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	122	132	122	132	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	133	142	133	142	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	143	156	143	156	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	157	172	157	172	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	173	179	173	179	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	180	191	180	191	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11097	11026	11080	HAF3	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	192	246	192	246	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	247	256	247	256	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11113	11091	11096	HAF3	A00709:261:HT7NNDSX2:3:1608:2510:27195/1	257	262	257	262	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10868	10961	10851	10944	HAF5	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	0	93	0	93	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	94	104	94	104	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	105	115	105	115	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	116	125	116	125	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	126	139	126	139	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	140	155	140	155	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	156	162	156	162	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	163	174	163	174	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11097	11026	11080	HAF3	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	175	229	175	229	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	230	239	230	239	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11129	11091	11112	HAF3	A00709:261:HT7NNDSX2:3:1609:24912:8343/1	240	261	240	261	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10893	10961	10876	10944	HAF5	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	0	68	0	68	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	69	79	69	79	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	80	90	80	90	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	91	100	91	100	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	101	114	101	114	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	115	130	115	130	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	131	137	131	137	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	138	149	138	149	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11097	11026	11080	HAF3	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	150	204	150	204	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	205	214	205	214	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11144	11091	11127	HAF3	A00709:261:HT7NNDSX2:3:1607:7247:33927/1	215	251	215	251	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10893	10961	10876	10944	HAF5	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	0	68	0	68	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10962	10972	10945	10955	HAF4	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	69	79	69	79	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	80	90	80	90	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	91	100	91	100	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	101	114	101	114	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	115	130	115	130	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	131	137	131	137	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	138	149	138	149	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11097	11026	11080	HAF3	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	150	204	150	204	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	205	214	205	214	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11144	11091	11127	HAF3	A00709:261:HT7NNDSX2:3:1607:5647:34538/1	215	251	215	251	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10971	10972	10954	10955	HAF3	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	0	1	0	1	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10973	10983	10956	10966	HAF5	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	2	12	2	12	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10984	10993	10967	10976	HAF4	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	13	22	13	22	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	10994	11007	10977	10990	HAF3	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	23	36	23	36	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11008	11023	10991	11006	HAF5	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	37	52	37	52	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11024	11030	11007	11013	HAF3	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	53	59	53	59	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11031	11042	11014	11025	HAF5	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	60	71	60	71	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11043	11097	11026	11080	HAF3	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	72	126	72	126	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	127	136	127	136	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11138	11091	11121	HAF3	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	137	167	137	167	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11139	11148	11122	11131	HAF4	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	168	177	168	177	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11149	11186	11132	11169	HAF3	A00709:261:HT7NNDSX2:3:1607:15763:13260/1	178	215	178	215	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11091	11097	11074	11080	HAF3	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	0	6	0	6	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	7	16	7	16	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11138	11091	11121	HAF3	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	17	47	17	47	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11139	11148	11122	11131	HAF4	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	48	57	48	57	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11149	11188	11132	11171	HAF3	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	58	97	58	97	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11189	11199	11172	11182	HAF5	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	98	108	98	108	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11200	11229	11183	11212	HAF3	A00709:261:HT7NNDSX2:3:1610:22625:23923/1	109	138	109	138	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11094	11097	11077	11080	HAF3	A00709:261:HT7NNDSX2:3:1609:29469:8782/1	0	3	0	3	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11098	11107	11081	11090	HAF5	A00709:261:HT7NNDSX2:3:1609:29469:8782/1	4	13	4	13	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	11108	11138	11091	11121	HAF3	A00709:261:HT7NNDSX2:3:1609:29469:8782/1	14	44	14	44	
